    -1    10.970264305    6.267006280    0.000000000    0.000000000    1.000000000    2.522013928 
     1    31.465342983    7.740787060   -0.439275396    1.608875548    0.999411384    0.955038346 
     2    31.475821974    7.735332736   -0.553525091    1.599792660    0.985812097    0.958851587 
     3    31.337194656    7.861556273   -0.460904649    1.569022258    0.956658889    0.949262772 
     4    31.223436751    8.011275853   -0.602752763    1.556691373    0.980364126    0.970954058 
     5    31.341768514    7.873488055   -0.668273653    1.584799900    0.995165167    0.940554791 
     6    31.233709974    8.010853658   -0.574334240   -1.558344530    0.985363277   -2.192169037 
     7    31.245491379    8.101787633   -0.607597815    1.551870063    0.983983547    0.949723143 
     8    31.129849921    7.998480090   -0.488735590    1.551507060    0.984164566    0.930887528 
     9    31.072504228    7.947192013   -0.537332824    1.526852705    0.960745139    0.920974891 
    10    31.150986077    7.983503236   -0.465693518    1.533760681    0.949860126    0.923045221 
    11    31.205775436    8.082790390   -0.427039837    1.515009987    0.965844046    0.914731873 
    12    31.167661879    8.131120627   -0.343740281    1.513446866    0.982113707    0.892665677 
    13    31.294449339    8.037531694   -0.385699336   -1.648121552    0.988547271   -2.239481858 
    14    31.349397594    7.963658517   -0.425200774   -1.649817363    0.961542508   -2.266797991 
    15    31.447546788    8.053371689   -0.458661728   -1.622429406    0.933617149   -2.256246075 
    16    31.522094022    7.932213585   -0.439382084   -1.628452795    0.913713752   -2.251623581 
    17    31.403739928    7.948249678   -0.568980372   -1.628412840    0.928491639   -2.263291290 
    18    31.490316678    7.918559106   -0.457738757   -1.597971352    0.924158672   -2.278561566 
    19    31.414792577    7.930852701   -0.318322910   -1.606870894    0.909737067   -2.275020763 
    20    31.480106621    7.834925366   -0.280968286   -1.630137077    0.909125797   -2.294765650 
    21    31.502631744    7.958751743   -0.280896952   -1.636545142    0.891183721   -2.293656159 
    22    31.430668975    7.813996908   -0.153323710   -1.630290482    0.916885954   -2.293531999 
    23    31.448227974    7.903620320   -0.046537225   -1.603339498    0.920023381   -2.323098728 
    24    31.381464978    7.862043103    0.099901443   -1.578156891    0.921265853   -2.334682133 
    25    31.299421939    7.994144393   -0.002343512   -1.576680671    0.905736192   -2.363617750 
    26    31.200232298    8.052544921   -0.063055392   -1.559806520    0.886872959   -2.384808406 
    27    31.307267895    8.158817498   -0.008293230   -1.556580399    0.915953935   -2.384047582 
    28    31.294996216    8.113862914   -0.041544590   -1.534067721    0.888265223   -2.381298900 
    29    31.422264802    8.031075562    0.007352180   -1.558944342    0.873488396   -2.377634051 
    30    31.388079491    7.939130752    0.087580820   -1.547705687    0.889395565   -2.367056784 
    31    31.472644982    7.855055402    0.020246932   -1.542039118    0.876177555   -2.350090842 
    32    31.598055654    7.731521173   -0.066852774   -1.514058479    0.851581026   -2.379516307 
